"mu","tau.theta","tau.e","alfa1","alfa2","alfa3","alfa4","tau.phi1","tau.phi2","tau.phi3","tau.phi4"
1,1,1,0,0,0,0,1,1,1,1
-4.60151614282615,3.32712690833223,0.534975173692897,-0.859849786357263,0.0472065745636244,4.7980492662594,-0.31027789194923,1.30889725382226,1.41840268204389,1.58347748383581,1.15360528743649
-4.15513382880732,6.57245644661996,0.313176552215006,-1.29682220651886,-0.107035422797538,4.11936382519157,-0.139061634725059,1.18854314185113,1.1628995691715,1.35074670991051,1.13266244703484
-4.00013911814767,13.0455551518755,0.209684207924268,-1.44921070438946,-0.30160350226545,3.83681659019657,-0.017364129176558,0.917735986826216,0.800131805593768,0.761337308657921,1.13853453329019
-3.86320318933475,22.4924095335629,0.155044128451212,-1.39925378628642,-0.452719439818862,3.29503786609121,-0.0574899823128806,1.16915246233299,0.73361469788172,0.440353401268481,1.31067714089428
-3.81365744040767,40.7345638133452,0.128011597936257,-1.50145622968682,-0.362808753824252,2.96065515171439,-0.171429477045794,1.18174372518307,0.670886649379375,0.297128309583234,1.07330576197972
-3.79996806684082,72.6693377093394,0.115450390310574,-1.69184496811839,-0.423323219965255,2.78754316992234,0.0140992061851425,1.28596997930832,0.709119168908114,0.358628979560577,1.01919919079823
-3.79263434706634,138.053145572858,0.100059522820417,-1.65209318862054,-0.625911009014455,2.48196056665088,0.0537235105802112,1.28810412623706,0.602726361404073,0.418578609897028,0.670769540464221
-3.67211607130155,246.558399162926,0.0976143785252752,-1.72384922361219,-0.680354402998978,2.25808154163274,0.0304169036962045,1.07106574430509,0.517873497431282,0.405372532095446,0.730163140727691
-3.59145913534372,366.283126548401,0.0959158254052807,-1.70959543528903,-0.806585641141226,1.99783973893913,0.0361438831295316,1.13773030677899,0.408956617231818,0.337251676191715,0.589392010171223
-3.59721870331405,476.036176264784,0.0855979846577233,-1.72157055305379,-0.928601501038687,1.94825293953609,0.0561962250860374,1.1077417604055,0.468059194963732,0.299601233941961,0.536858685128585
-3.58565745880564,566.772104193608,0.07821545068725,-1.81027571148576,-1.04725509540286,1.75209032430373,0.0737377625071833,0.940681370819099,0.360548507459583,0.262933605136689,0.48753881016699
-3.70423923980713,613.113407666659,0.0853201385098959,-1.71708650537116,-1.01699143135579,1.53983294544231,0.0470155001492094,1.30591792999645,0.362578832251332,0.244899818943113,0.558240095809865
-3.67709590296386,676.191478753699,0.0884050904604527,-1.57200114489925,-1.04094636728107,1.27430473107764,-0.0231053413380272,0.940153842751712,0.287144942354652,0.159045560898355,0.543305855664985
-3.66681877458774,875.285892962792,0.0822359948937101,-1.81307124044755,-1.11953959542845,1.33155200222203,-0.203734669652482,0.758327043146436,0.272105887153216,0.144706386260239,0.588136340750312
-3.58665573874577,830.162693334173,0.0760601666092376,-1.8020916608697,-1.12204294230858,1.41386165496889,-0.382460036182529,1.41376887604675,0.300815164224598,0.107600897106222,0.636331086424659
-3.47827189999535,877.440951143472,0.0814203740179128,-1.86160804447647,-1.22472214399824,1.24274587755039,-0.28196924860758,1.77313239038605,0.389230376499015,0.129171845170715,0.670059405232277
-3.46699011198361,1013.65288462567,0.0821814245736103,-2.09196919353148,-1.06048331125826,1.30122213997898,-0.344929462213434,2.16303568975677,0.330703537167588,0.192183006340412,0.558478222245037
-3.41035435729689,1145.8035701284,0.0741123008423457,-2.1733736925986,-1.19599410850106,1.31328823419863,-0.441340571025598,1.95655010526629,0.30532699326432,0.133182394692443,0.455663385347228
-3.417553295925,1096.28499497053,0.0821286604073737,-2.15275958140416,-1.09068181291141,1.43627937482273,-0.47372272368148,2.07754030970754,0.310054847605634,0.139690017910425,0.416470531494882
-3.40399431069396,1334.42167610808,0.0726439894150192,-2.0552531040707,-1.17413256163998,1.14541492668693,-0.21385440031949,1.55035270513249,0.320303383089735,0.109733429599798,0.459369217226157
-3.33392213437168,1229.83251686074,0.0823616136746563,-2.08090119357711,-1.41696667790766,0.96861734304369,-0.214627336228582,1.25914608272753,0.31161882397366,0.11364321189288,0.417511172804559
-3.41898392807936,1320.35474014331,0.0795284309521844,-1.99312224286908,-1.32135302746889,0.992839499088026,-0.508132433568733,1.4185121185182,0.357722677850692,0.131565326214936,0.457512572258719
-3.34064378172836,1314.559922782,0.0863089873894552,-1.75789324327201,-1.53532626164525,0.758989835189943,-0.616337735758808,1.33114667059619,0.454892206089,0.106031349684395,0.513113474298194
-3.31085331897314,1338.90218442971,0.0916300743945128,-1.74181649588842,-1.56255515294189,0.733745293988521,-0.778731060222944,1.57117189857379,0.429465299393793,0.128379015594834,0.405887656686895
-3.20873492822186,1517.77060906367,0.0795463490828547,-1.64997154573595,-1.69590548439566,0.610788531058787,-0.832014728925776,1.74482938761879,0.382462404551579,0.132478476886995,0.435782506832273
-3.28010050660998,1519.43709398007,0.0757040788374066,-1.56141806692081,-1.77216536457741,0.411354423818784,-0.86289193961268,1.46012229049116,0.54569268415595,0.114009713417103,0.340550410188921
-3.11901700685074,1511.54998120605,0.0785433906256745,-1.51962114164021,-1.89542353735371,0.433611870337108,-1.0131864170632,1.65687652953339,0.509209353788729,0.132183248465668,0.481168316185017
-3.0261447987777,1637.49258278414,0.0776570480374652,-1.62679092595661,-1.91415963286033,0.349540326221962,-1.01955355756536,1.3075307433827,0.50849910492613,0.124853973877236,0.555458178663169
-3.03785458595757,1830.00940043068,0.0701990610328372,-1.75140703907531,-2.13270854850492,0.273465726705114,-0.912776601141847,1.37216155576625,0.463617670682948,0.152136523612278,0.531550480006807
-3.06132716958003,1615.70896321889,0.0760486382816057,-1.63449902497129,-2.15278723220711,0.246349053682994,-1.1532911592569,1.29888091875943,0.397272447156752,0.206065461043097,0.477925824530033
-3.00697326746034,1798.71841611396,0.075305982557589,-1.71206157960335,-2.12548490411642,0.256798517810317,-1.236411006359,1.29329158174158,0.518417355226594,0.197124104002831,0.56303877595155
-2.95287478295454,1897.20358594703,0.073244995641332,-1.83774995238126,-2.20988329305024,0.0941538645663229,-1.16219463841752,1.59444137446689,0.43232217654449,0.15793302747421,0.403626755124093
-2.89905607152318,1925.55899373809,0.0719610908569519,-1.79998274598974,-2.3192282073128,-0.132988675088581,-1.09568113694386,2.14475867409713,0.584466735646968,0.162158721995721,0.408325342897772
-2.7606268479251,2008.60747198507,0.0743754311580747,-1.81029697961614,-2.1964291056083,-0.241528868636961,-1.10680651169015,1.96995010521891,0.549828175948838,0.137912684520671,0.335161445955311
-2.73307556034714,2158.75720857817,0.0701775457525794,-1.74986884632637,-2.13555489692576,-0.216781775760085,-1.32444551870184,2.22942742991384,0.425001706485932,0.128615095611745,0.318565558153853
-2.66779728498168,1725.95207186757,0.0776030456928272,-1.64371485419833,-2.24932869517801,-0.497605772885989,-1.2601147282289,2.97750456125809,0.458771867099117,0.118263048456586,0.307467877737385
-2.61930597153306,1833.14333888317,0.0725487718786374,-1.77740404883234,-2.22602932302787,-0.450518629537851,-1.25765999971723,2.42669138312898,0.446624951772242,0.113972175231822,0.369040666361463
-2.52638378067241,2063.70760094475,0.0758393968206848,-1.73764641097388,-2.36285672596115,-0.481294242912721,-1.11704232752136,2.54696973737358,0.41146693191794,0.0989368843281586,0.338510286842511
-2.46493419025061,2020.45481612309,0.0727645261011662,-1.76615652762528,-2.37226257085656,-0.563511510064219,-1.29071544296755,3.52254669699632,0.434899526281456,0.0849744444195229,0.32858780506563
-2.44734408864149,1952.47241142355,0.0854162580477891,-1.65365764435785,-2.45377090905965,-0.378874490612846,-1.48082168122014,5.09508425464426,0.438817018945769,0.0768584247893256,0.287241538114489
-2.3857169532998,1788.60269742453,0.0845629814691393,-1.7651828790881,-2.33607859090821,-0.129401408298952,-1.70898165933196,5.90574774478176,0.389112569771321,0.0901520940399352,0.277008120790973
-2.35509065705605,1862.92472962769,0.0788113892846584,-1.68493308373722,-2.19673056616863,0.0101236501299721,-1.91133457963183,5.31576052514524,0.521195991665665,0.150421982716801,0.340883795490722
-2.33990675988677,1938.48942396662,0.0788788102787021,-1.70408994630723,-2.16019522942285,-0.0894096002099091,-1.98974596707473,6.04398223740614,0.494615181740111,0.0918934545224696,0.390346631622728
-2.14917955150404,2067.80049488805,0.0773795858888745,-1.8493539919783,-2.31309555492867,-0.264330174178899,-1.86546296164367,5.02395068363196,0.449338849387616,0.110606645113317,0.396142263301827
-2.21555119888525,2058.40959367068,0.0802806718847461,-1.75023606512743,-2.31686487652644,-0.33136546258326,-1.97119183462055,5.56072596403174,0.541372712039368,0.116754286792879,0.26008447505438
-2.16986349184665,2098.61315621348,0.0858678127043071,-1.7138244754826,-2.32630757354314,-0.544021273805142,-2.07588794261396,4.66859218123245,0.439200148952653,0.0707430240332881,0.268592139871951
-2.24556767820322,2167.27840681141,0.0886191208841259,-1.75321292224564,-2.17725490155272,-0.467781359475381,-1.84136325954701,4.76246689938493,0.413716371898254,0.064823529322115,0.317267406206557
-2.16895638495314,1993.70299394855,0.0846925904473711,-1.87714438531432,-2.1020429911104,-0.684530812815723,-1.83152060092301,6.37223309883322,0.296467729422678,0.0547283381476629,0.318298386005433
-2.18185999655698,2146.22018194542,0.0764555840884551,-1.9741739582359,-2.25267474215062,-0.461388238485763,-2.04090410439017,7.84039029119873,0.247933163314667,0.0765854230592417,0.212097958118172
-2.14564781060135,2178.0703890025,0.0790102137971696,-1.90239338883737,-2.30857718319322,-0.320730119751649,-2.19046231820154,6.60644776421121,0.228358236622407,0.0805282363816638,0.174369702891518
-1.90524290399573,1976.38076467729,0.0799843126943897,-2.05420964024793,-2.29355780702946,-0.362282627395548,-2.10866209027952,6.2767617865419,0.218792040837061,0.058295721148568,0.250205883638844
-1.9052219187349,1856.26855148757,0.0889813221484333,-2.070172667558,-2.16048016158859,-0.454348569712463,-2.21528010758777,6.15681649153865,0.204900007979966,0.0516198236731062,0.272076099742966
-1.91510922085594,2197.89393029002,0.0901009691856448,-2.1731302194835,-2.1556709106117,-0.318681496259554,-2.3410208161106,6.49107594715792,0.186782135004924,0.0537811441282738,0.231658634122336
-1.68879281550185,2166.99390237569,0.0919222303417028,-2.24236520934541,-2.23489826233626,-0.261088700287286,-2.4702920202366,7.37415246822745,0.206115224561147,0.0464925332831203,0.214655308516935
-1.74730178215641,1987.54631193397,0.092259758154055,-2.20842483709577,-2.19155397517567,-0.220849234294636,-2.5410351993952,7.92125890335845,0.221540181733392,0.0458988761251409,0.172521992114898
-1.6938119493206,2075.01274606258,0.0923145782298532,-2.21433906481482,-2.11140146881697,-0.385043153095829,-2.55160856030052,7.10986204565196,0.183089205724298,0.0361808602384086,0.132951000870024
-1.700633082056,1865.29126018215,0.0940792056147352,-2.2226838011808,-2.01700412896927,-0.464386650116945,-2.56021960413164,5.17273504087772,0.224933055630099,0.0303129356810374,0.226668814850979
-1.71234750414293,2055.44107714782,0.0974116126876303,-2.2325602653729,-1.99852807431604,-0.689701490043719,-2.34154516498271,3.51677601422822,0.172327851078322,0.0244938231965819,0.224668642104853
-1.64621911665624,1790.42005619577,0.0976541359607788,-2.29649298598935,-1.90540424838479,-0.754566256620041,-2.35958662730087,4.75397689806653,0.183509085324723,0.0227758602690254,0.241062816433733
